iter	Logloss
172	0.1259702786
173	0.125862711
174	0.1256995825
175	0.1255778286
176	0.1254187702
177	0.1251923864
178	0.1250423575
179	0.1249064588
180	0.1247322611
181	0.1245030705
182	0.124457407
183	0.1243409505
184	0.1242067548
185	0.1240297699
186	0.1239191769
187	0.1237871237
188	0.123571642
189	0.1233727406
190	0.1232400516
191	0.1231421857
192	0.123004508
193	0.1228798663
194	0.1227052116
195	0.122531488
196	0.1224055537
197	0.1222353907
198	0.1221405503
199	0.1220069258
200	0.1218736935
201	0.121699066
202	0.1215855595
203	0.121527069
204	0.121311948
205	0.1211943975
206	0.1210611928
207	0.1209663454
208	0.1208140061
209	0.1206121411
210	0.1205303727
211	0.1203757008
212	0.1201850131
213	0.1200303666
214	0.1198964258
215	0.1197879027
216	0.1195706591
217	0.1194638704
218	0.1193358196
219	0.1191948805
220	0.1190739425
221	0.1190025808
222	0.1187254188
223	0.1185990571
224	0.1185093469
225	0.1182725478
226	0.1181441392
227	0.1180398152
228	0.1179157354
229	0.1177732047
230	0.1175888027
231	0.1174718792
232	0.1172288585
233	0.1171043226
234	0.1169539046
235	0.116858226
236	0.1167360202
237	0.1166630901
238	0.1164947915
239	0.1162908157
240	0.1161684962
241	0.1160598593
242	0.1159382175
243	0.1158143906
244	0.1157069759
245	0.1155525756
246	0.1154629836
247	0.1154159422
248	0.115210122
249	0.1150206519
250	0.1149320556
251	0.1148287024
252	0.1146597269
253	0.114461475
254	0.1143050208
255	0.1141461748
256	0.1138093825
257	0.1136341034
258	0.1135216804
259	0.1134492974
260	0.1133847137
261	0.1132229684
262	0.1130957653
263	0.1129663475
264	0.1128629057
265	0.1127577039
266	0.1126255584
267	0.1124418966
268	0.1122506376
269	0.1121039514
270	0.1120153185
271	0.1119189145
272	0.1116662151
273	0.1114118463
274	0.1113027619
275	0.1111327897
276	0.1108845267
277	0.1107899707
278	0.1106850669
279	0.1106292396
280	0.1105098409
281	0.1103866361
282	0.110297519
283	0.1102731354
284	0.1100934535
285	0.1100553371
286	0.109964942
287	0.1098145033
288	0.1096997629
289	0.1094617067
290	0.109278517
291	0.109158724
292	0.1090814645
293	0.1089840846
294	0.1088540184
295	0.1087775569
296	0.1086893377
297	0.1085680558
298	0.1083439769
299	0.1082186656
300	0.1080888203
301	0.1080144548
302	0.1078393701
303	0.1076981948
304	0.1075657917
305	0.1074424212
306	0.1074115546
307	0.1071357723
308	0.1070478997
309	0.1069277276
310	0.1068391495
311	0.106765343
312	0.1066869105
313	0.1065697504
314	0.1064818701
315	0.1063757507
316	0.1062303867
317	0.1061096525
318	0.1058922514
319	0.1057229718
320	0.1056570903
321	0.1055793291
322	0.105495774
323	0.1053908887
324	0.105264989
325	0.1051631828
326	0.1051280933
327	0.1050243229
328	0.1049458665
329	0.1048607688
330	0.1045736046
331	0.1044863251
332	0.1044348201
333	0.1043185227
334	0.1042760018
335	0.1041140322
336	0.1040406847
337	0.1039613988
338	0.1038834496
339	0.1037061945
340	0.1035898927
341	0.1034380296
342	0.1033807275
343	0.1032946561
344	0.1031957064
345	0.1030846878
346	0.1030118112
347	0.1029607612
348	0.1028387587
349	0.1027134675
350	0.1026401055
351	0.1025282544
352	0.102475061
353	0.1024292562
354	0.1022690334
355	0.1021210134
356	0.1020125548
357	0.1019950206
358	0.1019063414
359	0.1018308881
360	0.1017572275
361	0.10169441
362	0.1015508051
363	0.101476254
364	0.1012515494
365	0.1011806836
366	0.1011453807
367	0.1010357717
368	0.1009759577
369	0.1007634011
370	0.100624806
371	0.1005373586
372	0.1004726686
373	0.1003901464
374	0.1003163233
375	0.1002409911
376	0.1001907667
377	0.1000690982
378	0.1000353516
379	0.09998070336
380	0.09983524665
381	0.0997712589
382	0.09965729004
383	0.09960844859
384	0.09952570349
385	0.09945797367
386	0.09933660148
387	0.0992712774
388	0.09914715615
389	0.09908493579
390	0.0990067426
391	0.09896122492
392	0.09890902756
393	0.09888272051
394	0.09880373861
395	0.09876364949
396	0.09862417557
397	0.09849982315
398	0.09842293657
399	0.09838499728
400	0.09833857095
401	0.09824250183
402	0.09812140415
403	0.09809332113
404	0.09799863447
405	0.0978536135
406	0.09779977117
407	0.09773480197
408	0.09767600899
409	0.0976670989
410	0.09757214004
411	0.09738938775
412	0.09732833432
413	0.09729366721
414	0.09723185068
415	0.09721705638
416	0.09713529687
417	0.09704061745
418	0.09692860621
419	0.0967867913
420	0.0966442394
421	0.09653864616
422	0.09642625455
423	0.0963602408
424	0.09628950934
425	0.09609987143
426	0.0959890607
427	0.09589535071
428	0.0957691101
429	0.09575859438
430	0.09573023335
431	0.09564316087
432	0.09557468252
433	0.09549746257
434	0.09541759477
435	0.0952930229
436	0.09527080355
437	0.09519527919
438	0.09513819907
439	0.09502913929
440	0.09496773224
441	0.09489770914
442	0.09482418539
443	0.09476316399
444	0.09465514638
445	0.09456358974
446	0.09451571553
447	0.09444866395
448	0.09438809961
449	0.09437560419
450	0.09427661824
451	0.09422815631
452	0.09418326348
453	0.09414579165
454	0.09404278023
455	0.09400009586
456	0.09392769334
457	0.09386122559
458	0.09375451226
459	0.09364764841
460	0.09356758134
461	0.09350462914
462	0.09335006479
463	0.09326648581
464	0.09315510617
465	0.09312475611
466	0.09302162329
467	0.09295995598
468	0.09280195952
469	0.09273487931
470	0.09269334493
471	0.09261966632
472	0.09256818046
473	0.09247016386
474	0.09241971521
475	0.09232887866
476	0.09217646673
477	0.09206218897
478	0.09196828811
479	0.09189798803
480	0.09186821479
481	0.091783346
482	0.0916980957
483	0.09153814139
484	0.09143768451
485	0.0913975431
486	0.09135900426
487	0.09130574753
488	0.09127915695
489	0.09122561614
490	0.09115782287
491	0.09109227228
492	0.0909881189
493	0.09088577336
494	0.0907768467
495	0.09069622081
496	0.09063518829
497	0.09056528765
498	0.09048683157
499	0.09046438804
500	0.0904002701
501	0.09031441323
502	0.09026807408
503	0.09018689509
504	0.09005024587
505	0.08996410737
506	0.08992020861
507	0.08983624461
508	0.08969038692
509	0.08961650296
510	0.08953986275
511	0.08943897719
512	0.08937900999
513	0.08931264253
514	0.08926952687
515	0.08920711921
516	0.08919328872
517	0.08909502247
518	0.08904283514
519	0.08893688472
520	0.08884189067
521	0.08878670922
522	0.08875346384
523	0.08869737371
524	0.08863855968
525	0.08857612224
526	0.08849704655
527	0.08841769548
528	0.08834182065
529	0.08825418488
530	0.08815779757
531	0.08811667276
532	0.08805302159
533	0.08800707422
534	0.08794720769
535	0.08790942402
536	0.08785845143
537	0.08778120634
538	0.08773799076
539	0.08770767714
540	0.08762001385
541	0.08755891898
542	0.08745003352
543	0.0873963929
544	0.08731957371
545	0.08728167338
546	0.08721265824
547	0.08716899674
548	0.08707203859
549	0.08700745934
550	0.08695185434
551	0.08688344691
552	0.08679351773
553	0.08672891319
554	0.08668191387
555	0.08661335688
556	0.08659781647
557	0.08653113142
558	0.08639590385
559	0.08631478282
560	0.086256595
561	0.0861824463
562	0.08616024718
563	0.08612756089
564	0.08607936943
565	0.08595878822
566	0.08589117922
567	0.08583122239
568	0.08575272787
569	0.0856788316
570	0.08559142887
571	0.08554083663
572	0.08546186048
573	0.08540865785
574	0.08536395878
575	0.08527911693
576	0.08520783203
577	0.08517153129
578	0.085108323
579	0.08502333748
580	0.08494814206
581	0.08479147094
582	0.08470493297
583	0.08460755854
584	0.08452235741
585	0.08445349624
586	0.08436835233
587	0.0843137599
588	0.08421176255
589	0.08418365198
590	0.08414322797
591	0.08402592535
592	0.08395553609
593	0.08388004719
594	0.08374758284
595	0.08368765658
596	0.08358951299
597	0.08357904695
598	0.08354139604
599	0.08349618651
600	0.08337904142
601	0.08330719137
602	0.08327268322
603	0.08314229655
604	0.08310940561
605	0.0830211411
606	0.08294377577
607	0.08285051005
608	0.08274896973
609	0.08267165341
610	0.08264197475
611	0.08257232337
612	0.08253555441
613	0.08246329986
614	0.08240319177
615	0.08233947484
616	0.08225860964
617	0.08224789467
618	0.08218688683
619	0.08213226659
620	0.0820965694
621	0.08202462109
622	0.08189195933
623	0.0818135499
624	0.08170578942
625	0.08168673899
626	0.08161868211
627	0.08159087757
628	0.08154840442
629	0.08146599916
630	0.08142479082
631	0.08131757843
632	0.08123990167
633	0.08117290256
634	0.0810871701
635	0.08102347086
636	0.08096781955
637	0.08091160836
638	0.08086714027
639	0.08079752157
640	0.08074274564
641	0.0806840656
642	0.08057572766
643	0.08051580674
644	0.0804448417
645	0.08039564692
646	0.08033153753
647	0.0802632196
648	0.08015692242
649	0.08005735666
650	0.07996125638
651	0.07991781493
652	0.07986787163
653	0.07980109178
654	0.07975559831
655	0.07964512153
656	0.07957020034
657	0.0795440313
658	0.07947951362
659	0.07944607435
660	0.07936267341
661	0.07929263368
662	0.07926865796
663	0.07924108226
664	0.07919292411
665	0.07915108006
666	0.0791140157
667	0.07905003851
668	0.07901684882
669	0.07894526119
670	0.07886674777
671	0.07879937898
672	0.07869998098
673	0.07863945325
674	0.07858483568
675	0.07853876277
676	0.07848415332
677	0.07843081706
678	0.07837168268
679	0.07834540708
680	0.07827300134
681	0.07822545935
682	0.07815607173
683	0.07809484898
684	0.07806778252
685	0.07802644189
686	0.07797919757
687	0.07789048369
688	0.07783167894
689	0.07773277759
690	0.07763007932
691	0.07757908252
692	0.07753049348
693	0.07745110621
694	0.07737857024
695	0.07732330387
696	0.07728909425
697	0.07726748039
698	0.07718876626
699	0.07710758627
700	0.07706051104
701	0.07694278831
702	0.07689569477
703	0.07683856188
704	0.07674203208
705	0.07670298332
706	0.07668512856
707	0.07661411581
708	0.07651266487
709	0.07646047006
710	0.07640809761
711	0.07637359242
712	0.07626620503
713	0.07619074964
714	0.07610810103
715	0.07604838809
716	0.0760110182
717	0.07598354351
718	0.07593364525
719	0.07590111759
720	0.07583021352
721	0.07578698974
722	0.07574827708
723	0.07566602867
724	0.07561211745
725	0.07556386543
726	0.07548113381
727	0.07546089421
728	0.07539628326
729	0.07531223265
730	0.075183376
731	0.07517048375
732	0.0750763837
733	0.07504548391
734	0.07496209407
735	0.07495280781
736	0.07488755539
737	0.07479507668
738	0.07471584739
739	0.07463984686
740	0.07458327553
741	0.07448497412
742	0.07439425216
743	0.0743316136
744	0.07428427157
745	0.07426418942
746	0.07425761634
747	0.07420209118
748	0.07415017143
749	0.07409572066
750	0.07400805637
751	0.07397852141
752	0.07390403983
753	0.07383925685
754	0.07380489549
755	0.07372701041
756	0.07371560373
757	0.07367125412
758	0.07360099386
759	0.07348879313
760	0.07346510325
761	0.07344389436
762	0.07337604186
763	0.07328423426
764	0.07320108764
765	0.0731680022
766	0.07307820487
767	0.07300639067
768	0.07297664238
769	0.07291179298
770	0.07286110694
771	0.07282891
772	0.07279209374
773	0.07276372378
774	0.07270416498
775	0.07265996077
776	0.07256479358
777	0.07250212932
778	0.07245871338
779	0.0724382728
780	0.07240677075
781	0.07238039269
782	0.07233900947
783	0.07229474521
784	0.07223826138
785	0.0721748292
786	0.07210981148
787	0.0720175757
788	0.07198904012
789	0.0718894425
790	0.07185143122
791	0.07181865462
792	0.07176081357
793	0.07171673363
794	0.07169819661
795	0.0716549677
796	0.07156806964
797	0.0715076186
798	0.07147283033
799	0.07137600031
800	0.07136093173
801	0.07131341967
802	0.0712687193
803	0.07124842546
804	0.07121254278
805	0.07118585472
806	0.07114589757
807	0.07108605726
808	0.07103589106
809	0.07099296976
810	0.07091295861
811	0.07085218048
812	0.07080527072
813	0.07073748154
814	0.07070670458
815	0.07063956645
816	0.07058283842
817	0.07053292199
818	0.07044487462
819	0.07037387842
820	0.07028675854
821	0.07023533787
822	0.0701856067
823	0.07015216958
824	0.07012053491
825	0.07006537499
826	0.07002033334
827	0.06996860363
828	0.06990896466
829	0.06989024335
830	0.06984158008
831	0.06978938376
832	0.06971760182
833	0.06966207309
834	0.06964414016
835	0.06963192569
836	0.06956950497
837	0.06951935991
838	0.06947361846
839	0.0694348469
840	0.06941454992
841	0.06934719096
842	0.06933125231
843	0.06924661535
844	0.06918879685
845	0.06910702196
846	0.06907962547
847	0.06902937024
848	0.06895144308
849	0.06892081011
850	0.06889420832
851	0.06878673383
852	0.06868636475
853	0.06862100201
854	0.06855400624
855	0.0684979302
856	0.06845476734
857	0.06838635401
858	0.06833486824
859	0.06832633014
860	0.06827726605
861	0.06822280386
862	0.06815265439
863	0.06811175629
864	0.06801751223
865	0.06796562532
866	0.06792158559
867	0.06786971406
868	0.06780747714
869	0.06778294911
870	0.06774723692
871	0.06768779015
872	0.06761832159
873	0.06759586073
874	0.06749668305
875	0.06745528087
876	0.06741681459
877	0.06738522627
878	0.06735613403
879	0.06730821873
880	0.06724754246
881	0.06717745448
882	0.06712370494
883	0.06710159796
884	0.06704489865
885	0.06699774653
886	0.06696349894
887	0.06693341426
888	0.06685007037
889	0.06681572667
890	0.0667432133
891	0.06670026128
892	0.06663840593
893	0.06660685172
894	0.0665475343
895	0.06647478196
896	0.06640346298
897	0.06633247278
898	0.06629482941
899	0.06624989467
900	0.06618012293
901	0.06612749928
902	0.06608307893
903	0.06606264286
904	0.06599093151
905	0.06594231349
906	0.06584569036
907	0.06579482286
908	0.06575580338
909	0.06572331096
910	0.06567737647
911	0.0655991551
912	0.06551723994
913	0.06547336961
914	0.06545637255
915	0.06543942642
916	0.06541072498
917	0.06534959841
918	0.06529604187
919	0.06528582107
920	0.06526149574
921	0.06520443665
922	0.06514500375
923	0.06508736382
924	0.06503784082
925	0.06497096783
926	0.06493275974
927	0.06488747809
928	0.06481585568
929	0.06471594424
930	0.06465753809
931	0.06461771877
932	0.06454314411
933	0.06446540215
934	0.06439202328
935	0.06434162999
936	0.06431534842
937	0.06426678678
938	0.06420475233
939	0.06415410302
940	0.06409294012
941	0.06404335985
942	0.06398070244
943	0.0638904177
944	0.06384674334
945	0.06380144591
946	0.06373245886
947	0.06372555735
948	0.06366652795
949	0.06364940514
950	0.06359270068
951	0.06355295291
952	0.0635435081
953	0.06348134924
954	0.06343075621
955	0.06336952439
956	0.06333965817
957	0.06332112736
958	0.063266624
959	0.06319215773
960	0.06316188789
961	0.06312193532
962	0.06308994778
963	0.0630606779
964	0.06300182711
965	0.06291931909
966	0.06288644867
967	0.06280681088
968	0.06276106221
969	0.0627159396
970	0.06263547461
971	0.06259044922
972	0.06251550418
973	0.06247915133
974	0.06238420189
975	0.06230864942
976	0.06228406499
977	0.06224419901
978	0.0621967027
979	0.06213924585
980	0.06210077944
981	0.06205282728
982	0.0620421594
983	0.06202435692
984	0.0620151266
985	0.06199921074
986	0.06191211621
987	0.0618618879
988	0.06184409702
989	0.06181424463
990	0.06176676873
991	0.06172343839
992	0.06166622608
993	0.06161073608
994	0.06154004874
995	0.06150763967
996	0.0614579427
997	0.06144482395
998	0.06142915537
999	0.06140371315
